"x1","x2","x3","x4","x5","x6","sid"
5,4,4,3,4,4,113
5,5,3,5,4,4,113
6,5,4,3,5,4,113
5,5,2,5,4,4,113
5,6,4,6,5,4,114
5,6,5,5,5,5,114
5,5,4,5,5,5,114
6,6,5,5,5,5,114
6,6,4,4,5,5,114
6,6,5,6,5,5,114
6,6,5,5,4,5,114
5,5,4,3,4,4,114
5,5,5,5,5,5,114
5,4,4,4,4,4,158
5,5,5,5,5,4,158
4,5,4,3,4,4,158
4,4,4,5,4,4,158
5,5,4,5,4,5,158
5,3,4,4,4,3,158
5,4,4,3,4,4,158
5,5,4,1,5,5,158
4,4,3,4,4,4,158
5,2,3,5,3,3,158
4,4,4,4,4,4,158
5,6,4,4,6,6,54
5,5,2,3,4,2,54
5,5,4,4,5,4,54
5,5,4,4,5,4,54
5,5,3,3,3,3,54
5,5,4,5,6,6,115
5,5,3,5,5,5,115
3,3,2,3,4,2,115
5,5,1,5,2,2,115
4,4,2,4,4,4,115
6,6,4,5,5,5,115
5,5,4,6,5,5,115
5,4,4,5,5,5,115
5,5,3,4,4,5,115
6,6,2,5,3,3,116
4,5,2,3,3,3,116
4,4,2,6,4,3,116
4,4,2,2,4,4,116
6,6,5,6,4,4,116
4,4,2,3,5,4,116
5,5,1,6,3,3,116
6,5,5,5,4,5,116
5,4,4,5,4,5,116
5,5,3,5,5,5,73
5,4,4,4,4,3,73
5,5,4,5,5,5,73
5,4,2,4,5,4,73
5,5,4,5,5,5,73
4,4,3,4,4,3,73
5,5,4,3,4,4,136
4,4,4,3,5,5,136
5,5,4,4,5,5,136
4,3,2,4,4,3,136
5,5,4,5,4,5,136
5,5,4,5,5,4,136
5,5,3,5,5,5,136
5,5,4,4,4,4,136
5,5,4,5,5,5,136
5,5,4,3,4,4,136
6,6,5,6,6,5,96
6,6,5,6,6,6,96
5,5,3,6,4,5,96
6,6,5,2,5,5,96
4,4,3,3,3,3,96
6,6,5,6,5,5,96
5,5,5,3,4,4,96
5,4,2,5,5,5,96
5,4,4,5,3,3,137
5,5,5,6,5,4,137
6,6,5,5,5,5,137
4,5,4,3,4,2,137
6,6,6,6,6,6,137
5,5,5,5,5,4,137
6,6,4,4,4,4,137
5,5,4,3,4,4,137
6,6,5,5,5,5,137
5,4,3,4,4,5,137
5,5,5,2,4,4,138
6,6,6,6,6,6,138
6,6,4,5,4,4,138
6,6,3,6,6,6,138
5,5,5,5,5,5,138
6,6,4,5,5,5,138
6,6,5,6,5,5,138
6,6,4,6,4,5,138
5,5,3,4,4,4,138
6,6,5,6,5,5,138
5,4,3,4,3,4,139
4,4,4,4,2,2,139
5,4,2,4,3,4,139
5,4,2,4,4,4,139
5,5,4,5,4,5,139
5,5,3,4,4,4,139
5,5,3,2,3,4,139
5,6,4,5,5,5,139
5,5,5,5,5,4,139
5,5,4,4,5,5,139
5,5,2,5,5,4,140
5,5,3,4,4,4,140
5,5,4,3,4,4,140
5,5,4,5,5,4,140
5,5,4,5,5,5,140
5,5,5,5,5,5,140
5,5,3,4,4,3,140
4,4,3,4,5,4,140
4,4,2,3,2,2,140
5,5,3,5,4,4,140
5,5,4,4,5,4,74
5,5,4,5,4,3,74
6,6,3,5,4,4,74
6,5,3,5,3,3,74
5,5,5,5,5,5,74
5,5,4,3,5,4,74
