"x1","x2","x3","x4","x5","x6","sid"
5,6,4,5,5,5,282
5,5,4,4,4,4,282
6,6,4,5,5,5,282
5,6,5,4,6,5,282
5,5,4,4,6,5,282
6,6,5,5,6,5,282
5,5,3,5,6,4,282
6,6,5,5,6,5,282
5,5,4,6,6,5,282
6,6,3,5,5,3,282
1,1,1,3,1,1,282
6,6,5,5,5,5,282
5,4,3,5,4,3,282
5,5,5,5,5,5,282
5,5,4,6,6,4,282
5,5,4,4,5,5,282
5,5,5,5,6,5,282
6,5,5,5,6,5,282
5,5,4,4,5,5,282
5,5,5,5,5,5,282
6,6,4,5,5,5,282
6,6,5,6,6,6,282
6,6,4,5,6,5,282
6,6,5,6,6,6,282
5,5,4,5,6,4,282
6,6,5,5,5,5,282
5,5,3,5,4,4,282
6,6,5,6,6,5,282
5,5,4,5,6,4,282
5,5,4,5,6,4,282
5,5,3,5,4,3,282
5,4,4,5,4,4,232
5,5,4,5,5,4,232
4,4,3,5,4,4,232
5,5,2,4,3,3,232
5,5,4,3,6,5,232
5,5,2,5,4,5,232
4,4,4,5,5,4,232
4,4,3,4,4,3,232
5,5,5,5,5,5,232
5,5,3,4,5,4,232
5,5,4,5,4,4,232
5,5,5,5,5,5,232
5,5,4,5,4,2,232
6,6,5,5,5,5,232
5,4,4,4,4,4,232
5,5,5,5,5,5,232
5,5,5,5,5,4,232
6,2,4,5,4,4,232
5,5,4,4,5,4,232
5,5,4,5,5,5,232
4,4,3,5,6,2,153
5,5,3,5,4,4,153
5,5,2,5,5,4,153
6,6,5,6,6,6,153
5,5,4,5,6,5,153
6,6,3,6,6,5,153
4,5,3,5,5,4,153
6,6,3,6,6,5,153
5,5,5,5,5,5,153
4,4,4,4,6,4,153
5,5,4,5,5,6,153
6,6,3,5,5,5,215
4,3,4,6,4,3,215
5,4,4,5,4,4,215
4,3,1,5,4,1,215
3,3,3,3,3,3,215
4,4,3,5,3,3,215
4,3,3,4,4,4,215
5,3,4,4,4,4,215
5,5,4,3,4,2,215
5,4,4,4,4,4,215
4,4,2,5,3,2,215
4,2,2,4,2,2,215
5,6,5,1,5,5,215
5,4,2,4,4,4,215
5,6,4,5,5,5,215
5,5,3,4,4,4,215
5,4,2,3,3,3,215
5,4,4,4,4,4,215
4,4,4,4,3,4,154
5,4,3,5,4,4,154
2,1,2,3,3,2,154
3,3,2,4,4,1,154
1,1,4,1,3,1,154
3,3,3,3,5,2,154
5,3,3,3,3,3,154
2,2,2,2,2,2,154
3,4,6,2,4,4,154
2,2,4,3,3,3,154
3,3,3,4,3,3,154
3,3,3,2,3,3,106
4,3,2,4,4,2,106
6,6,4,6,5,5,106
4,3,4,5,4,4,106
4,4,3,2,4,4,106
2,2,5,3,4,3,106
3,3,3,3,3,3,106
4,4,2,3,2,3,106
4,4,2,2,5,2,106
5,4,4,5,4,4,235
6,5,4,5,4,4,235
5,6,5,4,5,5,235
6,6,4,6,5,5,235
6,6,4,5,4,4,235
5,5,5,5,5,4,235
5,5,4,4,4,4,235
6,5,4,5,6,5,235
6,5,4,5,5,4,235
5,5,4,5,4,4,235
6,6,4,6,4,4,235
6,6,4,5,4,4,235
6,6,4,5,5,5,235
5,5,3,5,5,5,235
5,5,4,4,5,4,235
6,6,1,4,4,3,235
6,6,4,6,4,4,235
4,4,1,4,2,2,235
5,5,2,5,4,4,235
5,6,4,5,5,4,235
5,5,4,4,5,4,235
4,4,4,3,3,3,80
5,5,4,5,5,5,80
5,5,5,5,4,4,80
4,4,2,2,3,3,80
4,4,1,4,1,1,80
5,5,2,3,4,3,80
5,5,5,5,5,5,80
5,4,1,5,1,1,107
5,5,3,5,4,4,107
5,5,4,4,4,4,107
5,6,5,4,5,5,107
5,5,5,5,4,3,107
5,5,4,4,4,4,107
5,5,2,3,2,2,107
4,3,2,3,3,2,107
5,5,4,4,4,4,107
5,4,5,5,3,2,131
5,4,3,3,3,3,131
6,5,4,5,5,4,131
5,4,4,4,4,3,131
4,4,3,4,3,3,131
5,4,3,5,4,4,131
3,4,3,4,3,3,131
5,3,3,5,5,5,131
4,4,4,5,5,1,131
5,5,4,4,4,5,131
4,5,4,3,4,3,155
6,6,2,4,4,4,155
5,5,3,5,4,4,155
5,5,2,5,5,5,155
5,5,3,5,5,3,155
5,5,5,5,5,5,155
5,5,4,5,4,4,155
5,5,5,2,5,5,155
6,6,4,3,4,4,155
5,5,5,5,4,5,155
5,6,4,5,5,5,155
3,2,2,4,2,2,91
4,2,3,3,4,2,91
3,2,1,4,3,1,91
4,2,2,3,2,2,91
5,4,3,5,4,3,91
5,4,4,4,3,3,91
4,3,4,4,4,2,91
4,3,2,3,1,1,91
5,4,2,3,3,2,253
5,5,4,3,4,4,253
5,4,4,4,4,4,253
4,4,4,5,4,3,253
5,5,4,5,5,5,253
4,3,3,4,3,3,253
5,5,5,3,3,3,253
4,3,2,3,2,2,253
4,4,2,5,4,4,253
5,5,3,5,5,5,253
5,5,2,5,4,4,253
5,5,4,5,5,5,253
5,5,4,4,4,5,253
5,4,3,5,4,4,253
4,4,3,4,4,3,253
5,5,4,5,5,5,253
5,5,3,2,4,3,253
4,4,2,3,3,1,253
5,5,2,5,4,3,253
5,5,3,5,4,4,253
4,4,4,5,4,4,253
4,3,2,5,3,4,253
4,4,4,5,4,4,253
5,5,5,3,5,5,253
5,5,5,5,5,5,169
4,4,2,4,3,3,169
4,5,4,4,4,4,169
5,6,5,5,5,5,169
5,5,4,4,5,5,169
5,4,4,5,4,4,169
4,4,3,5,4,4,169
6,6,5,5,5,5,169
3,4,4,5,4,3,169
4,4,2,4,2,2,169
6,6,5,5,6,6,169
5,5,3,5,5,3,169
5,5,4,4,4,4,51
4,5,4,5,5,5,51
5,5,4,3,4,4,51
4,3,3,3,2,2,51
4,4,4,4,4,4,51
6,6,4,6,5,5,246
4,5,1,3,4,5,246
6,6,5,6,4,4,246
5,5,3,5,5,4,246
5,5,2,2,4,3,246
5,4,4,5,5,4,246
5,4,4,4,4,4,246
5,5,3,5,4,4,246
5,5,4,3,3,2,246
5,5,3,5,3,3,246
5,5,5,5,5,4,246
4,4,3,3,4,4,246
5,5,5,4,5,5,246
2,2,5,2,3,4,246
5,4,4,5,4,3,246
4,4,4,5,5,4,246
5,5,4,4,4,4,246
5,5,4,5,4,4,246
5,5,4,4,5,5,246
6,6,4,5,6,6,246
5,4,5,3,4,4,246
5,5,4,3,4,4,246
5,6,4,2,4,2,246
5,4,1,1,2,1,236
5,6,4,5,4,3,236
6,6,5,6,6,6,236
6,6,5,6,6,6,236
5,5,4,5,6,6,236
5,5,2,6,6,4,236
6,6,5,6,6,6,236
5,5,5,4,5,5,236
4,4,3,4,4,4,236
5,4,5,5,6,5,236
6,6,3,5,5,4,236
6,6,5,6,6,6,236
4,4,4,3,4,4,236
6,6,4,6,5,5,236
5,5,4,5,5,5,236
5,4,5,5,5,5,236
6,6,5,6,5,5,236
6,5,4,5,4,4,236
5,5,5,5,5,5,236
5,5,5,5,4,4,236
6,6,4,5,4,4,236
4,5,5,5,4,4,270
6,6,5,5,6,5,270
5,5,5,4,5,3,270
5,5,5,4,5,5,270
6,5,4,5,6,6,270
5,5,3,5,4,4,270
6,6,6,6,6,6,270
5,5,4,4,5,5,270
5,5,4,5,5,5,270
6,6,4,5,6,5,270
4,4,2,4,4,3,270
5,5,5,5,5,5,270
5,5,4,5,5,4,270
6,6,4,2,5,5,270
6,6,5,5,5,5,270
6,5,5,5,6,5,270
5,5,5,5,6,5,270
6,6,6,6,6,6,270
4,4,3,3,4,4,270
6,6,4,6,6,3,270
4,3,4,4,6,3,270
5,5,4,3,6,4,270
5,5,1,4,5,1,270
5,5,6,6,6,6,270
5,5,4,5,6,5,270
5,5,6,6,6,5,270
5,5,4,5,5,5,270
5,4,3,5,5,4,270
5,5,4,5,5,5,271
5,4,2,5,4,4,271
6,6,3,3,4,4,271
6,6,4,6,4,4,271
5,4,4,5,4,4,271
6,6,4,5,5,5,271
5,5,4,5,4,4,271
5,5,1,5,4,5,271
6,4,5,5,5,5,271
6,5,1,5,4,3,271
5,5,4,5,5,4,271
5,5,2,6,4,6,271
4,4,3,4,4,4,271
5,5,4,5,4,4,271
5,4,2,3,2,4,271
5,5,4,5,3,3,271
5,5,5,2,4,4,271
6,6,4,5,4,5,271
5,5,2,5,3,3,271
5,5,4,5,5,5,271
5,5,4,6,4,4,271
6,6,4,6,4,4,271
5,4,3,5,2,3,271
5,4,3,4,3,4,271
5,5,3,5,5,5,271
6,6,4,6,6,6,271
5,5,5,5,5,5,271
4,4,5,5,5,5,271
5,5,4,5,4,4,108
5,5,4,5,4,4,108
6,6,4,6,5,4,108
5,6,3,6,3,3,108
5,5,5,6,4,5,108
5,5,4,4,6,5,108
5,5,5,5,5,5,108
4,4,3,1,2,4,108
5,5,4,5,4,4,108
5,5,5,5,5,5,92
4,3,4,2,3,3,92
5,4,5,4,4,4,92
4,4,2,4,4,3,92
5,5,4,5,4,5,92
3,4,4,3,3,4,92
4,4,4,3,4,4,92
4,4,2,4,3,2,92
5,4,4,4,4,4,132
5,5,4,5,5,5,132
5,5,4,5,4,4,132
5,5,5,5,4,5,132
6,6,5,5,5,5,132
5,5,3,5,6,3,132
5,5,3,4,4,3,132
6,5,5,6,5,5,132
5,4,1,3,3,3,132
5,5,2,5,4,4,132
5,4,3,4,5,4,93
4,4,4,4,4,4,93
5,5,5,5,5,5,93
6,6,4,5,6,4,93
4,4,3,3,4,4,93
5,5,4,5,5,4,93
5,6,4,5,5,5,93
6,6,3,4,5,4,93
5,5,4,5,4,4,247
6,6,3,5,2,2,247
5,5,5,5,5,4,247
5,6,4,5,5,5,247
5,5,3,5,5,4,247
5,5,4,5,4,4,247
6,6,5,5,5,4,247
5,6,5,5,5,5,247
5,5,4,3,4,4,247
4,4,2,4,3,3,247
6,6,4,5,3,3,247
5,5,4,5,5,5,247
6,6,2,5,4,5,247
5,5,2,5,4,4,247
6,6,5,4,5,5,247
6,6,4,5,5,5,247
6,6,4,5,4,4,247
5,5,4,4,5,5,247
5,5,3,5,4,4,247
6,6,5,5,5,5,247
5,5,4,5,5,5,247
5,5,3,5,5,3,247
5,5,4,3,5,4,247
3,3,1,3,2,2,67
5,4,4,5,5,5,67
3,4,2,3,4,3,67
5,4,2,5,4,4,67
4,2,2,5,3,1,67
2,1,2,3,2,1,67
5,5,1,3,4,4,280
5,6,4,5,5,4,280
5,4,4,5,4,4,280
4,4,1,4,2,3,280
6,6,4,6,4,4,280
5,4,4,5,4,4,280
6,6,4,5,4,5,280
4,4,4,4,4,4,280
4,4,2,4,4,2,280
5,5,3,5,4,4,280
5,5,4,5,4,5,280
5,5,3,5,4,4,280
5,5,3,5,4,4,280
5,5,3,3,4,3,280
3,3,2,4,2,2,280
5,5,5,5,5,4,280
5,5,2,5,4,3,280
5,5,5,6,2,5,280
4,4,3,3,3,2,280
5,5,4,5,5,4,280
5,4,2,3,4,4,280
5,5,3,5,4,4,280
5,4,3,4,4,4,280
4,4,4,4,5,4,280
5,5,4,5,4,4,280
4,5,3,4,4,5,280
5,4,4,3,4,4,280
4,4,4,4,5,5,280
5,5,5,5,5,5,280
5,5,3,5,4,5,280
5,4,3,5,4,4,237
4,4,1,3,3,3,237
4,4,3,4,4,4,237
6,6,5,3,5,6,237
1,1,1,6,1,1,237
5,5,3,2,4,4,237
3,3,3,3,4,2,237
5,5,4,3,5,4,237
6,6,1,4,6,5,237
5,6,5,5,5,5,237
5,5,1,4,6,1,237
5,5,4,5,5,4,237
4,4,4,4,4,4,237
5,5,1,5,3,2,237
6,6,5,6,5,5,237
5,5,2,3,5,5,237
5,5,3,4,4,4,237
4,4,3,3,3,4,237
4,5,3,4,5,4,237
4,4,2,4,3,3,237
6,6,4,5,5,5,237
5,5,3,2,5,3,177
6,6,3,3,5,4,177
5,6,4,5,4,4,177
4,4,4,3,4,3,177
5,5,4,5,5,5,177
4,4,3,5,5,5,177
5,6,5,5,6,5,177
5,5,4,4,5,4,177
5,5,4,5,4,4,177
4,4,2,4,4,3,177
6,6,6,3,6,6,177
5,5,3,5,5,5,177
5,5,4,3,5,5,177
3,3,1,4,2,1,243
4,4,3,4,3,3,243
4,4,3,3,3,3,243
3,2,2,3,2,2,243
4,4,2,4,3,2,243
4,4,2,2,2,2,243
5,5,3,5,4,4,243
2,2,1,2,1,1,243
4,4,4,3,4,4,243
4,3,5,4,3,2,243
2,2,2,3,2,1,243
3,3,4,5,2,1,243
5,4,2,3,2,2,243
5,4,2,5,4,4,243
5,4,4,5,5,5,243
4,4,1,5,3,3,243
4,4,5,2,4,4,243
5,3,4,5,4,4,243
5,5,2,2,4,4,243
5,5,2,4,4,3,243
4,4,4,3,4,4,243
5,4,3,3,2,2,243
5,5,5,6,4,5,109
5,5,2,5,4,3,109
4,3,1,3,2,1,109
5,4,5,5,5,5,109
5,5,4,5,4,4,109
5,5,4,5,5,5,109
5,5,4,5,4,4,109
5,5,5,5,5,5,109
6,6,4,5,5,4,109
4,4,2,5,3,3,81
5,3,2,4,4,1,81
2,3,2,4,1,2,81
5,5,5,4,4,4,81
5,4,1,3,2,3,81
5,4,4,3,4,4,81
5,5,2,6,5,5,81
5,5,4,5,5,5,283
6,6,4,1,4,4,283
5,5,3,5,4,3,283
5,5,3,5,5,5,283
4,4,2,2,3,3,283
5,5,5,5,5,5,283
5,5,4,5,5,5,283
4,5,1,4,3,3,283
4,4,2,3,2,3,283
6,5,3,4,5,6,283
5,5,4,3,4,4,283
5,4,5,5,4,4,283
4,4,1,3,2,4,283
5,5,4,5,4,4,283
4,4,4,4,4,4,283
4,3,2,3,4,3,283
5,5,5,2,5,5,283
4,4,3,5,4,3,283
4,4,3,4,3,3,283
4,4,2,4,3,3,283
3,3,1,4,3,3,283
5,4,2,5,2,3,283
5,5,5,5,5,5,283
6,6,4,6,5,4,283
4,4,2,5,2,4,283
5,4,3,5,4,3,283
4,4,2,2,2,3,283
3,3,4,5,4,3,283
5,5,4,4,4,5,283
5,5,4,5,5,5,283
4,4,3,4,3,3,283
5,5,5,5,5,5,238
6,6,5,6,5,4,238
5,5,3,3,5,4,238
4,4,3,4,4,4,238
5,5,4,5,5,5,238
5,5,4,5,4,4,238
4,4,2,5,1,2,238
6,6,3,5,5,5,238
5,5,4,4,4,4,238
5,6,3,5,5,3,238
5,4,4,5,4,4,238
5,5,3,4,5,4,238
5,5,4,4,5,5,238
5,5,2,5,3,4,238
5,5,4,5,5,4,238
5,5,4,4,5,5,238
4,3,1,4,2,2,238
5,5,4,5,5,4,238
5,5,5,5,5,5,238
5,5,5,4,5,5,238
5,5,4,5,5,4,238
5,5,4,3,5,5,82
3,2,2,2,3,3,82
5,4,4,6,5,4,82
5,5,4,5,4,4,82
4,4,1,4,4,1,82
2,3,1,4,2,2,82
5,5,3,5,5,4,82
4,3,3,3,4,4,192
4,4,3,4,5,5,192
4,4,4,4,6,5,192
5,5,4,5,6,5,192
5,5,5,5,5,4,192
4,3,5,5,5,4,192
5,5,2,5,6,2,192
5,5,4,5,5,4,192
6,6,4,4,5,4,192
6,6,5,5,6,6,192
3,4,5,3,6,3,192
5,5,2,5,5,4,192
5,4,4,4,5,4,192
4,1,1,6,6,2,192
4,4,4,3,6,4,192
5,5,4,4,5,5,184
5,4,4,4,4,3,184
4,4,3,4,3,3,184
5,4,4,6,4,4,184
5,5,3,1,3,3,184
5,5,4,5,4,4,184
4,3,2,3,3,4,184
2,3,4,3,2,2,184
5,4,4,3,4,5,184
5,5,3,4,4,2,184
4,4,3,4,4,4,184
5,3,3,3,4,3,184
3,3,4,3,4,3,184
5,5,4,4,5,4,184
5,4,4,5,4,4,83
5,5,2,5,5,5,83
5,5,4,5,4,4,83
4,4,2,4,4,2,83
5,4,1,3,2,2,83
5,4,1,5,3,4,83
6,6,4,5,5,5,83
5,5,3,5,5,5,94
5,5,5,5,5,5,94
4,4,4,4,4,4,94
6,6,5,6,6,6,94
5,4,2,4,4,2,94
5,5,4,5,2,2,94
5,5,5,5,5,5,94
5,6,3,5,4,4,94
4,4,1,4,3,2,185
4,4,4,3,4,3,185
5,5,5,4,5,4,185
5,5,4,5,4,4,185
4,4,3,5,3,3,185
5,5,3,4,4,4,185
3,3,3,3,3,3,185
5,5,4,4,5,4,185
6,6,3,5,4,4,185
4,5,1,4,4,4,185
4,5,1,5,3,2,185
5,4,3,4,3,3,185
4,3,4,4,3,3,185
6,6,4,6,5,4,185
5,5,4,4,4,4,133
6,6,3,5,5,5,133
5,5,4,5,5,5,133
6,6,3,5,4,4,133
6,6,5,5,5,5,133
6,6,2,5,4,4,133
5,5,2,5,4,4,133
5,4,3,4,3,4,133
6,6,3,5,5,5,133
5,5,5,5,5,4,133
4,4,4,5,4,3,156
4,4,4,4,4,4,156
5,4,5,3,4,4,156
4,4,3,4,4,3,156
6,6,3,4,4,4,156
4,4,3,4,3,3,156
5,4,4,4,4,4,156
4,4,3,4,5,3,156
4,4,2,4,5,5,156
5,5,4,5,5,5,156
4,2,1,4,4,2,156
6,6,5,6,6,6,200
4,3,2,3,2,2,200
5,5,5,2,5,5,200
4,4,2,4,6,4,200
5,5,5,5,5,5,200
5,4,4,4,5,4,200
5,5,4,5,5,4,200
4,4,5,4,5,5,200
5,6,3,3,5,5,200
6,6,4,5,5,5,200
5,5,3,4,4,5,200
4,3,3,5,4,2,200
5,5,3,4,4,4,200
5,5,4,4,5,4,200
5,5,4,5,4,4,200
2,5,2,2,6,5,200
5,6,4,3,4,4,68
1,1,3,5,5,5,68
5,5,3,5,4,4,68
5,5,4,5,5,5,68
5,5,3,5,3,5,68
5,5,5,2,4,4,68
4,4,3,4,4,4,69
6,6,4,5,6,6,69
6,5,4,5,5,5,69
5,5,5,4,5,5,69
5,3,2,4,3,3,69
5,5,5,5,5,5,69
3,2,4,2,2,2,110
6,6,4,3,5,4,110
5,5,4,5,4,2,110
6,6,5,5,5,5,110
5,5,5,5,4,5,110
5,5,5,2,4,3,110
5,6,4,3,4,3,110
4,5,3,4,4,4,110
4,4,5,4,4,4,110
4,3,2,3,3,3,111
5,5,4,4,4,4,111
5,5,4,5,5,5,111
4,4,4,4,4,4,111
5,4,4,3,4,5,111
5,5,4,5,4,4,111
5,4,3,4,4,4,111
5,5,2,4,2,2,111
4,4,3,4,5,5,111
5,4,4,4,4,4,178
4,4,4,3,4,4,178
5,5,4,6,5,5,178
4,3,3,4,3,3,178
5,5,3,4,4,4,178
5,5,4,5,4,4,178
5,5,3,4,4,4,178
5,5,3,3,2,3,178
4,4,4,4,3,2,178
5,5,5,3,5,4,178
5,5,3,5,5,5,178
5,5,4,4,4,5,178
4,4,4,4,4,4,178
5,5,4,5,5,3,170
6,6,5,5,5,5,170
5,5,4,6,5,5,170
6,6,5,6,5,5,170
5,4,5,6,6,4,170
6,6,4,5,5,5,170
5,4,4,5,4,3,170
5,5,5,4,4,4,170
6,6,5,5,5,5,170
5,4,4,6,5,4,170
5,5,5,5,4,5,170
5,4,4,4,4,4,170
6,6,5,5,5,5,216
6,6,4,6,5,4,216
5,5,5,5,4,4,216
5,5,4,5,4,4,216
6,6,6,5,5,5,216
5,5,2,5,4,4,216
6,6,5,6,5,5,216
6,6,5,5,5,4,216
6,5,4,5,4,4,216
5,5,3,3,3,3,216
5,5,4,5,5,5,216
6,5,2,5,4,4,216
5,5,4,4,5,5,216
5,5,3,5,4,4,216
6,5,5,6,5,5,216
5,4,4,5,4,4,216
6,5,5,6,5,5,216
6,5,4,6,5,5,216
5,4,4,5,4,2,134
5,4,3,5,5,4,134
6,6,5,3,5,5,134
5,4,4,5,3,2,134
4,2,2,2,4,2,134
5,5,4,5,5,5,134
4,4,4,4,5,5,134
5,5,5,6,5,5,134
4,5,4,3,4,4,134
5,5,4,6,5,5,134
5,5,4,3,5,5,52
5,5,4,5,4,4,52
5,5,4,5,5,4,52
5,5,2,3,3,3,52
5,4,2,4,4,4,52
5,4,2,3,3,4,95
5,5,4,5,4,4,95
5,5,5,4,5,5,95
6,6,5,5,5,5,95
4,4,3,3,3,3,95
5,5,3,4,5,5,95
5,5,4,5,4,4,95
5,5,4,4,4,4,95
6,5,5,4,4,4,53
5,5,5,5,5,5,53
6,5,5,6,5,5,53
5,4,2,5,2,1,53
4,4,2,4,2,2,53
4,4,4,3,4,4,70
6,6,5,4,5,5,70
5,5,4,5,4,4,70
6,6,4,3,5,5,70
5,4,4,5,4,4,70
6,5,4,5,5,4,70
1,1,4,6,2,3,157
5,6,4,4,4,3,157
5,5,4,5,4,4,157
5,4,5,5,4,4,157
5,6,4,3,4,4,157
4,3,4,4,4,4,157
4,4,3,4,5,4,157
4,4,4,3,4,4,157
3,4,4,4,5,4,157
4,4,4,4,4,4,157
3,5,3,4,3,3,157
6,6,5,6,5,5,186
5,5,4,6,4,4,186
5,5,3,5,5,4,186
5,5,4,5,5,5,186
5,5,2,5,5,4,186
4,5,3,4,4,4,186
5,5,4,5,5,4,186
4,4,4,4,3,3,186
5,5,4,5,4,4,186
6,6,5,6,5,6,186
5,5,4,5,5,4,186
5,5,2,5,5,5,186
5,5,4,4,5,5,186
5,5,4,5,5,4,186
4,5,2,4,4,4,179
6,6,4,6,5,4,179
5,4,3,4,3,3,179
4,4,3,5,4,4,179
5,5,1,4,3,3,179
5,4,4,5,4,5,179
3,3,3,4,3,3,179
5,5,3,5,4,4,179
5,4,3,5,5,4,179
4,4,4,5,4,4,179
5,5,4,4,4,3,179
6,5,4,4,4,3,179
5,3,3,4,4,4,179
5,5,5,5,4,4,135
5,5,4,5,5,5,135
5,5,4,5,4,4,135
4,4,3,4,4,3,135
5,5,5,4,5,5,135
5,5,4,5,4,4,135
5,5,4,5,3,3,135
6,6,3,5,5,4,135
5,5,2,4,5,5,135
6,5,4,6,5,5,135
5,5,3,4,4,4,84
5,4,4,5,4,4,84
4,4,3,4,3,3,84
6,6,6,5,6,6,84
4,5,4,4,4,3,84
3,4,2,5,3,3,84
5,5,4,5,3,4,84
6,5,3,5,5,2,112
6,6,4,4,4,4,112
5,5,5,5,5,5,112
5,5,3,5,4,2,112
6,6,3,5,6,4,112
6,6,5,5,5,5,112
5,5,4,5,3,3,112
6,6,4,5,5,5,112
6,6,4,3,4,5,112
6,4,3,6,3,3,217
5,4,2,4,4,4,217
5,4,2,5,4,3,217
5,4,3,3,3,3,217
3,3,2,4,3,3,217
5,5,5,4,4,5,217
5,4,2,3,4,3,217
4,4,1,5,2,2,217
4,3,1,4,2,2,217
4,4,2,4,3,4,217
5,5,5,5,5,5,217
4,4,2,4,2,2,217
5,4,3,5,6,6,217
5,4,2,5,4,3,217
2,1,1,2,1,1,217
4,4,2,5,4,3,217
6,6,5,6,6,5,217
4,4,5,5,5,5,217
5,5,5,6,5,5,71
5,4,4,3,4,4,71
5,4,4,5,4,4,71
5,5,4,5,6,6,71
3,3,2,2,2,2,71
2,2,4,2,3,2,71
2,1,3,2,4,3,256
2,2,3,3,3,2,256
4,4,3,4,3,3,256
5,5,5,5,5,5,256
5,4,3,3,4,4,256
4,4,2,5,4,2,256
4,4,3,4,5,4,256
4,4,4,4,4,4,256
4,5,4,4,5,5,256
1,1,4,1,2,4,256
5,5,3,3,4,5,256
4,4,2,4,4,3,256
5,4,3,5,4,2,256
5,5,3,5,4,4,256
6,6,2,6,4,4,256
4,4,1,4,2,2,256
2,1,1,5,2,1,256
4,4,4,4,4,4,256
5,5,4,5,5,5,256
5,5,4,4,5,4,256
2,2,2,3,2,2,256
4,4,4,6,4,3,256
5,5,5,4,5,5,256
3,3,2,3,4,4,256
4,4,3,4,4,4,256
5,5,4,5,5,4,187
5,5,5,4,5,5,187
5,5,4,3,5,4,187
5,5,4,4,4,3,187
4,4,4,5,4,4,187
6,6,2,6,5,4,187
5,5,3,4,3,3,187
5,4,4,5,5,4,187
4,4,4,5,4,4,187
5,4,4,5,5,5,187
6,6,4,4,5,5,187
6,6,5,5,5,5,187
5,5,5,4,5,5,187
2,2,5,3,5,5,187
5,5,4,3,5,5,272
5,4,4,4,5,4,272
4,4,3,3,3,5,272
5,5,4,4,4,4,272
5,5,3,5,5,5,272
5,4,5,5,4,2,272
5,4,3,4,3,3,272
4,3,2,2,2,2,272
5,5,5,5,5,5,272
4,4,2,2,2,1,272
5,5,3,4,4,4,272
4,3,2,5,6,3,272
4,3,2,2,2,3,272
5,4,4,5,4,4,272
2,2,1,3,2,2,272
5,5,5,5,5,5,272
5,5,5,5,4,4,272
5,5,4,5,5,5,272
5,5,5,6,5,5,272
4,4,4,4,4,4,272
5,4,3,4,4,4,272
5,5,5,4,5,5,272
5,5,4,6,5,5,272
3,4,3,3,3,3,272
5,5,2,3,2,2,272
3,4,3,3,4,4,272
4,4,3,4,2,3,272
4,4,4,3,3,3,272
5,5,1,5,3,3,273
4,5,2,4,3,4,273
5,4,2,5,4,3,273
4,4,3,4,5,3,273
5,5,4,4,4,4,273
6,6,5,5,6,5,273
5,5,4,3,5,5,273
4,3,1,4,1,1,273
5,5,5,5,4,4,273
5,5,4,5,5,5,273
6,6,5,4,5,5,273
4,3,2,4,2,3,273
5,5,4,4,4,4,273
4,4,5,3,5,5,273
6,5,4,5,4,4,273
5,5,4,4,5,4,273
5,5,4,5,4,3,273
5,6,4,3,6,6,273
5,5,3,4,4,4,273
5,5,4,5,5,4,273
5,5,4,5,5,5,273
5,5,2,5,2,2,273
4,4,3,4,4,4,273
6,6,5,5,5,4,273
5,5,3,3,3,2,273
4,5,2,3,3,2,273
5,5,3,5,4,4,273
5,5,3,5,4,4,273
5,5,5,4,5,5,209
5,5,3,5,4,4,209
5,5,4,5,5,5,209
5,5,3,4,4,5,209
6,6,5,6,6,6,209
6,6,4,6,5,5,209
5,4,4,3,4,4,209
5,5,3,5,6,4,209
6,5,4,6,5,4,209
5,5,4,5,4,4,209
5,5,4,4,4,4,209
4,4,4,5,3,3,209
5,4,3,3,3,3,209
4,4,2,4,3,2,209
5,5,3,4,3,3,209
5,5,3,5,4,3,209
5,4,5,5,5,3,209
5,5,4,5,5,5,218
5,5,4,5,5,4,218
6,6,5,5,5,5,218
3,3,3,4,4,2,218
5,5,5,5,5,4,218
4,4,4,4,4,3,218
5,4,5,4,5,4,218
5,5,2,4,4,4,218
5,5,4,5,6,4,218
6,6,3,6,5,4,218
5,5,5,5,5,5,218
5,5,5,5,5,5,218
5,5,3,6,5,4,218
5,5,4,6,5,4,218
5,5,5,5,5,5,218
6,6,4,5,5,5,218
5,5,5,5,5,5,218
6,6,5,6,5,5,218
5,5,4,5,4,4,248
5,4,4,5,4,4,248
6,6,4,3,5,5,248
5,5,2,3,4,4,248
5,5,4,5,5,5,248
5,5,4,5,5,4,248
5,5,4,5,5,4,248
5,5,3,3,4,3,248
6,5,4,4,4,3,248
6,6,5,4,5,4,248
5,5,5,5,5,5,248
5,4,4,4,5,4,248
6,5,5,6,4,4,248
6,6,4,6,5,4,248
6,5,4,5,5,5,248
5,5,3,5,4,2,248
5,5,3,5,3,2,248
5,5,4,5,5,5,248
5,5,4,5,5,4,248
6,6,5,6,5,5,248
6,6,5,6,5,4,248
5,5,5,6,5,5,248
6,6,4,5,5,5,248
1,1,2,2,4,1,72
4,4,4,3,3,3,72
4,4,4,3,4,4,72
4,4,4,5,4,4,72
5,5,2,5,6,5,72
4,4,2,6,3,3,72
5,4,4,5,4,4,171
4,3,3,4,4,4,171
4,4,3,4,4,4,171
3,3,2,3,4,4,171
4,4,4,4,5,4,171
4,4,4,3,4,4,171
5,4,3,4,4,4,171
4,3,4,4,3,3,171
4,4,2,5,3,4,171
4,4,1,2,2,2,171
4,4,4,5,4,4,171
4,4,4,4,4,4,171
5,5,4,5,4,4,113
5,4,5,4,4,4,113
5,5,4,5,3,3,113
5,5,4,4,4,5,113
4,4,4,4,4,4,113
