1001212 2 2 4 2 2 1 1 1 1 56
1001212 4 4 4 3 4 1 2 2 2 56
1001212 2 3 4 3 2 3 2 3 2 56
1001212 4 4 3 3 3 1 1 1 1 56
1001212 3 3 3 4 3 1 1 2 1 56
1001212 3 3 5 2 5 2 1 2 2 56
1001212 3 2 3 2 3 2 2 3 2 56
1001212 4 2 3 4 3 4 4 3 2 56
1001212 4 4 2 4 4 2 2 3 2 56
1001212 4 3 3 4 4 2 2 3 3 56
1001212 5 5 5 5 4 4 4 4 4 56
1001212 4 4 4 4 4 2 2 2 2 56
1001212 2 2 2 4 4 1 1 1 1 56
1001212 3 3 2 2 2 2 2 3 3 56
1001212 2 2 2 2 2 2 2 2 2 56
1001212 2 2 2 2 2 1 1 2 1 56
1001212 4 2 2 3 3 2 2 3 2 56
1001212 2 2 2 2 2 1 2 3 2 56
1001212 3 3 2 2 2 2 2 2 2 56
1001212 2 2 2 2 2 2 2 2 2 56
1001212 2 2 2 2 2 1 1 2 1 56
1001212 2 3 3 4 2 2 2 2 2 56
1001212 1 1 1 1 1 1 1 1 1 56
1001212 4 3 4 4 4 3 2 4 4 56
1001212 4 2 2 3 2 1 3 3 1 56
1001212 5 3 4 3 3 1 2 2 1 56
1001212 4 3 4 4 4 1 2 2 1 56
1001212 3 3 3 3 3 1 1 2 4 56
1001212 3 2 5 4 5 4 4 4 4 56
1001212 4 2 2 5 5 2 2 2 2 56
1001212 3 4 3 3 3 2 3 3 3 56
1001212 4 4 4 3 3 2 2 3 2 56
1001212 2 2 2 2 2 2 2 2 2 56
1001212 2 2 2 2 2 1 1 1 1 56
1001212 4 3 3 4 5 2 2 2 2 56
1001212 5 2 2 2 2 1 1 1 1 56
1001212 4 3 4 4 2 4 2 4 3 56
1001212 6 5 4 6 4 3 3 5 3 56
1001212 4 4 4 3 3 2 2 3 3 56
1001212 4 2 4 3 3 1 1 1 1 56
1001212 2 2 2 2 2 2 2 2 2 56
1001212 2 2 2 2 2 1 2 2 1 56
1001212 3 1 2 3 1 2 3 4 3 56
1001212 3 3 4 4 4 2 2 3 2 56
1001212 2 2 2 2 2 1 1 1 1 56
1001212 4 4 4 4 4 3 4 3 3 56
1001212 4 2 2 2 2 1 1 1 1 56
1001212 4 3 3 3 5 3 3 4 4 56
1001212 4 4 3 5 4 1 1 4 1 56
1001212 2 1 1 1 1 1 1 1 1 56
1001212 3 2 2 2 3 2 2 2 2 56
1001212 3 3 4 4 3 3 4 4 4 56
100530 3 1 2 3 3 1 1 2 1 7
100530 1 1 2 4 2 2 1 2 2 7
100530 4 1 3 3 2 1 1 3 3 7
100530 2 2 2 2 2 2 2 2 2 7
100530 4 1 3 2 2 2 2 3 2 7
100530 3 1 2 4 1 1 1 3 1 7
100530 2 2 2 3 2 2 2 2 2 7
100540 3 2 4 2 4 1 2 2 3 41
100540 5 4 4 5 3 3 3 4 4 41
100540 1 1 1 1 1 1 1 1 1 41
100540 5 5 5 4 3 2 2 2 2 41
100540 4 3 3 4 3 4 4 4 4 41
100540 2 2 2 2 2 1 1 2 1 41
100540 2 2 2 3 2 2 2 2 1 41
100540 4 4 4 4 4 4 4 4 4 41
100540 4 1 3 3 4 1 4 3 3 41
100540 4 4 3 3 3 1 1 1 1 41
100540 2 2 2 2 2 4 4 4 4 41
100540 1 2 1 2 2 1 1 1 1 41
100540 4 3 4 3 4 1 1 1 1 41
100540 1 1 1 2 1 1 1 1 1 41
100540 2 3 3 3 3 3 3 4 3 41
100540 3 3 3 4 4 2 3 3 3 41
100540 3 2 3 2 3 1 2 2 2 41
100540 4 3 4 3 2 2 3 2 3 41
100540 4 4 3 3 3 2 2 2 3 41
100540 5 3 3 5 5 3 3 3 3 41
100540 5 3 5 4 4 1 1 1 1 41
100540 5 3 3 4 4 2 3 3 2 41
100540 3 2 2 2 2 2 2 2 2 41
100540 4 2 2 2 2 1 1 2 4 41
100540 3 3 2 2 2 1 1 2 1 41
100540 4 3 3 2 2 2 2 2 2 41
100540 5 5 5 4 5 2 2 2 2 41
100540 4 2 4 2 4 2 2 2 2 41
100540 2 1 3 2 2 2 2 2 3 41
100540 4 3 5 3 3 4 4 4 3 41
100540 4 3 4 3 4 3 3 4 4 41
100540 3 2 2 2 2 1 1 2 2 41
100540 2 3 2 2 2 2 2 2 2 41
100540 3 2 3 3 2 2 1 2 2 41
100540 3 1 1 1 1 1 2 2 1 41
100540 3 4 3 4 3 2 2 3 3 41
100540 3 3 3 2 2 2 2 2 2 41
100540 6 5 5 4 6 3 3 3 2 41
100540 3 2 2 2 1 4 4 5 5 41
100540 3 2 3 2 2 1 1 1 1 41
100540 1 1 1 1 1 1 1 1 1 41
100580 4 2 2 2 2 1 1 2 2 20
100580 2 2 2 2 2 2 2 2 2 20
100580 3 1 3 1 2 3 2 4 2 20
100580 4 3 3 2 3 2 2 2 2 20
100580 3 2 2 2 2 2 2 2 2 20
100580 3 1 2 3 2 2 2 4 2 20
100580 2 2 2 2 2 2 2 2 2 20
100580 2 2 2 2 2 2 3 2 2 20
100580 1 1 1 1 1 1 1 1 1 20
100580 2 1 3 2 1 6 5 6 6 20
100580 2 2 2 2 2 2 2 2 2 20
100580 3 3 3 2 2 2 2 3 2 20
100580 2 2 2 2 2 1 1 1 1 20
100580 1 1 1 1 1 1 1 1 1 20
100580 2 2 2 2 2 1 1 1 1 20
100580 2 1 1 2 2 4 4 3 4 20
100580 1 1 1 2 2 2 2 4 4 20
100580 2 2 2 3 3 2 2 2 2 20
100580 2 1 3 4 6 1 1 1 2 20
100580 2 1 1 1 1 1 1 2 1 20
10100210 4 3 4 4 4 2 2 2 2 12
10100210 3 3 3 4 1 2 2 3 2 12
10100210 2 4 4 2 3 5 2 4 5 12
10100210 3 1 4 3 4 1 1 1 1 12
10100210 4 4 3 4 4 3 3 3 3 12
10100210 4 2 2 3 4 3 3 3 3 12
10100210 4 3 3 4 3 3 3 4 4 12
10100210 6 2 6 3 1 1 1 1 1 12
10100210 1 1 1 2 1 2 2 2 2 12
10100210 5 3 6 5 4 2 2 3 2 12
10100210 4 3 5 3 4 3 2 3 4 12
10100210 5 5 2 5 4 2 2 2 2 12
10200080 5 4 4 3 3 1 1 2 3 44
10200080 3 3 2 3 3 2 2 2 2 44
10200080 2 2 2 2 2 2 2 2 2 44
10200080 4 1 5 5 3 2 1 2 1 44
10200080 4 3 3 3 3 1 1 1 1 44
10200080 3 2 3 3 2 2 4 3 2 44
10200080 5 4 4 4 6 5 5 5 5 44
10200080 3 3 3 2 3 2 2 2 3 44
10200080 4 2 2 3 2 1 1 1 1 44
10200080 2 2 5 5 5 3 3 5 3 44
10200080 5 2 3 2 2 2 2 2 2 44
10200080 3 2 2 3 2 1 1 1 1 44
10200080 3 3 3 4 3 2 3 5 2 44
10200080 4 2 2 3 2 4 3 4 4 44
10200080 3 2 2 1 2 1 1 1 1 44
10200080 3 2 4 4 4 2 2 4 4 44
10200080 3 2 4 3 4 2 2 2 2 44
10200080 4 2 4 3 2 2 2 2 2 44
10200080 3 1 1 2 2 1 1 1 1 44
10200080 4 3 3 3 4 1 1 1 1 44
10200080 3 1 2 3 2 2 1 1 1 44
10200080 6 6 2 5 2 1 2 1 2 44
10200080 2 2 2 4 2 1 1 1 1 44
10200080 5 3 4 4 4 1 1 2 2 44
10200080 4 3 3 3 3 2 2 3 2 44
10200080 3 2 3 3 3 2 2 2 3 44
10200080 4 2 3 3 2 2 2 2 2 44
10200080 3 3 2 2 2 2 2 2 2 44
10200080 5 2 5 5 3 1 1 2 1 44
10200080 2 2 2 2 2 2 2 2 2 44
10200080 2 1 1 1 1 1 1 1 1 44
10200080 4 3 5 4 3 3 4 4 4 44
10200080 4 3 2 3 3 3 3 4 4 44
10200080 2 1 1 2 1 1 1 1 1 44
10200080 1 1 1 1 1 1 1 1 1 44
10200080 4 4 3 3 3 1 1 2 2 44
10200080 1 1 1 2 1 1 1 1 1 44
10200080 5 3 3 3 2 2 2 3 2 44
10200080 6 6 6 6 6 5 5 5 5 44
10200080 3 1 4 3 1 2 2 2 2 44
10200080 5 4 3 3 4 1 1 1 1 44
10200080 5 4 3 4 3 1 1 2 1 44
10200080 4 3 4 3 3 4 2 3 3 44
10200080 4 4 5 4 5 3 3 4 3 44
10300062 3 3 5 4 5 2 2 4 3 38
10300062 3 1 2 4 4 1 1 1 1 38
10300062 1 4 4 3 4 2 2 3 2 38
10300062 5 3 4 5 5 3 3 3 3 38
10300062 2 1 2 2 2 1 1 2 2 38
10300062 2 1 2 2 2 1 1 1 1 38
10300062 4 1 2 1 1 2 4 2 2 38
10300062 1 1 1 1 1 1 1 1 1 38
10300062 2 1 2 2 2 2 2 4 4 38
10300062 2 1 2 2 2 2 2 2 2 38
10300062 2 2 2 2 2 1 1 1 1 38
10300062 4 4 4 3 4 1 1 1 1 38
10300062 2 2 3 2 1 1 1 1 1 38
10300062 2 2 2 2 2 3 1 2 2 38
10300062 2 1 3 2 2 1 1 1 1 38
10300062 4 2 6 4 6 1 2 3 3 38
10300062 2 2 2 3 3 2 2 2 2 38
10300062 4 2 2 2 3 3 3 4 4 38
10300062 5 2 5 2 2 2 2 2 2 38
10300062 3 4 3 4 3 3 3 4 3 38
10300062 4 2 4 4 4 2 2 3 2 38
10300062 2 2 1 2 2 1 1 1 1 38
10300062 3 2 2 2 2 1 1 3 2 38
10300062 4 4 5 4 5 2 2 4 4 38
10300062 3 3 3 3 3 2 2 2 2 38
10300062 3 2 2 2 1 1 1 1 1 38
10300062 4 4 4 4 4 1 1 1 1 38
10300062 1 1 5 4 3 3 3 2 2 38
10300062 1 1 1 1 2 4 4 2 6 38
10300062 4 2 4 4 2 1 2 1 1 38
10300062 4 3 4 4 4 2 2 2 2 38
10300062 2 2 2 2 2 2 2 2 2 38
10300062 5 2 3 4 4 2 3 4 4 38
10300062 2 2 3 2 4 2 2 4 2 38
10300062 4 3 3 4 3 2 2 2 2 38
10300062 2 1 2 2 2 2 1 1 2 38
10300062 2 1 1 1 2 1 1 1 1 38
10300062 2 1 4 4 1 1 1 1 1 38
10400140 3 2 2 3 2 1 1 2 1 61
10400140 4 3 3 3 3 2 3 2 2 61
10400140 4 2 4 2 4 3 4 3 3 61
10400140 2 3 3 2 3 3 4 4 4 61
10400140 5 1 1 1 1 6 6 6 6 61
10400140 3 3 3 3 3 3 3 3 3 61
10400140 1 1 1 1 1 1 1 1 1 61
10400140 2 2 2 3 3 3 3 4 3 61
10400140 2 2 4 3 2 2 2 2 1 61
10400140 4 1 3 4 2 2 1 2 2 61
10400140 3 3 4 4 4 2 3 4 4 61
10400140 4 4 3 4 4 3 4 4 4 61
10400140 3 3 4 4 4 2 2 2 2 61
10400140 4 5 3 4 3 4 5 4 4 61
10400140 6 2 2 4 3 3 3 2 1 61
10400140 2 2 2 3 3 2 2 2 2 61
10400140 1 1 2 5 1 1 1 2 1 61
10400140 2 1 1 2 1 1 1 1 1 61
10400140 4 4 4 4 4 1 1 1 1 61
10400140 3 3 3 4 3 2 2 2 2 61
10400140 3 3 3 3 2 3 2 3 2 61
10400140 4 5 4 4 3 3 3 4 3 61
10400140 4 4 4 4 4 3 2 3 4 61
10400140 1 2 1 3 1 2 1 2 2 61
10400140 4 4 3 4 4 2 2 2 2 61
10400140 4 4 4 4 3 6 6 6 6 61
10400140 2 2 2 2 2 2 2 2 2 61
10400140 4 4 3 4 2 1 1 1 1 61
10400140 3 2 3 2 3 2 2 4 4 61
10400140 4 3 2 2 2 1 1 1 1 61
10400140 4 4 4 4 4 2 2 2 2 61
10400140 4 2 6 4 6 3 5 5 3 61
10400140 5 5 4 3 4 2 3 3 3 61
10400140 4 3 3 3 2 1 1 1 1 61
10400140 4 3 4 4 4 4 2 4 4 61
10400140 4 4 6 6 4 3 6 6 5 61
10400140 3 2 3 3 3 1 1 3 1 61
10400140 2 2 2 3 3 1 1 1 1 61
10400140 4 4 5 4 4 4 4 4 4 61
10400140 4 4 4 3 4 3 4 5 2 61
10400140 3 2 4 3 3 4 4 4 3 61
10400140 4 2 2 3 2 1 1 1 2 61
10400140 3 6 4 4 5 5 5 4 5 61
10400140 3 2 4 3 3 2 2 2 2 61
10400140 4 3 4 4 4 2 3 2 2 61
10400140 4 3 4 3 5 5 2 3 4 61
10400140 5 3 3 4 4 1 1 2 2 61
10400140 3 3 4 4 4 2 3 3 3 61
10400140 4 5 3 4 4 3 4 5 4 61
10400140 3 3 2 3 3 3 4 4 4 61
10400140 3 3 3 3 3 2 2 3 2 61
10400140 4 5 4 4 4 3 3 4 4 61
10400140 2 2 2 2 2 2 2 2 2 61
10400140 4 3 4 4 4 3 3 3 3 61
10400140 3 2 2 3 2 1 1 2 1 61
10400140 5 2 5 5 4 2 2 2 2 61
10400140 3 2 3 4 2 2 2 2 2 61
10400140 5 5 5 5 5 2 2 2 2 61
10400140 2 2 1 2 2 1 1 2 2 61
10400140 6 3 4 5 3 3 3 4 4 61
10400140 4 4 2 3 3 1 2 2 2 61
10600040 2 2 3 2 1 1 1 2 1 95
10600040 2 2 2 2 2 1 2 2 2 95
10600040 5 5 4 5 3 6 6 6 6 95
10600040 5 4 4 2 5 2 2 4 2 95
10600040 4 4 3 4 4 2 3 4 4 95
10600040 4 2 4 2 3 3 3 4 3 95
10600040 2 1 2 1 1 1 2 2 2 95
10600040 2 2 2 2 2 2 2 4 2 95
10600040 4 4 4 4 4 5 5 5 5 95
10600040 6 3 4 4 2 2 2 2 2 95
10600040 3 4 5 2 5 1 1 1 1 95
10600040 2 2 2 1 2 1 1 1 1 95
10600040 2 2 2 2 2 2 2 2 2 95
10600040 4 2 3 3 3 2 3 2 2 95
10600040 2 2 2 2 2 2 2 2 2 95
10600040 4 3 3 4 4 2 2 3 3 95
10600040 4 4 2 4 3 1 1 1 1 95
10600040 5 4 3 5 5 1 1 2 2 95
10600040 2 2 2 2 2 2 2 2 2 95
10600040 4 2 4 4 2 1 2 2 1 95
10600040 4 3 4 3 4 2 2 2 3 95
10600040 3 3 3 2 2 2 1 2 1 95
10600040 2 2 3 2 2 2 2 2 2 95
10600040 5 3 4 4 4 4 3 4 4 95
10600040 2 1 2 2 2 1 1 3 3 95
10600040 2 2 1 3 2 1 1 2 1 95
10600040 4 2 1 2 2 1 1 2 1 95
10600040 4 4 4 4 4 5 5 4 4 95
10600040 4 5 4 2 3 2 3 5 5 95
10600040 2 2 2 2 2 2 2 2 2 95
10600040 2 1 2 3 2 1 1 1 1 95
10600040 2 2 2 2 2 1 1 1 1 95
10600040 2 2 2 1 2 1 1 1 1 95
10600040 2 1 1 2 1 1 1 2 1 95
10600040 3 3 3 3 3 3 3 3 3 95
10600040 2 1 2 2 2 1 1 2 3 95
10600040 5 1 2 3 3 1 1 1 1 95
10600040 5 1 5 3 1 2 1 3 1 95
10600040 3 2 3 2 2 4 4 4 4 95
10600040 5 2 2 2 1 2 3 3 2 95
10600040 2 2 2 2 2 1 1 1 1 95
10600040 4 2 2 2 2 2 2 2 2 95
10600040 2 2 2 3 3 2 2 2 3 95
10600040 1 1 1 2 1 1 1 2 2 95
10600040 3 1 2 1 2 2 2 2 2 95
10600040 3 3 4 4 2 4 3 5 4 95
10600040 2 2 2 2 2 1 1 1 1 95
10600040 4 4 2 2 4 2 2 3 2 95
10600040 2 1 1 2 1 2 2 4 1 95
10600040 3 3 3 4 3 2 2 2 2 95
10600040 3 3 3 3 3 1 1 2 2 95
10600040 4 4 3 3 3 2 4 4 3 95
10600040 1 1 1 1 1 1 1 1 1 95
10600040 4 2 3 2 3 2 2 4 3 95
10600040 3 3 3 3 3 4 4 4 4 95
10600040 3 3 2 2 3 3 3 3 2 95
10600040 2 3 4 2 4 2 5 4 4 95
10600040 4 4 4 3 3 3 3 4 3 95
10600040 2 2 1 1 1 1 1 1 1 95
10600040 4 2 4 3 4 2 3 3 2 95
10600040 2 1 1 1 1 1 1 1 1 95
10600040 4 2 3 4 3 1 1 1 2 95
10600040 2 2 2 2 4 1 1 1 1 95
10600040 3 3 3 3 3 3 2 3 2 95
10600040 2 2 4 2 4 1 4 4 3 95
10600040 4 3 1 2 4 4 2 4 4 95
10600040 3 3 3 3 3 2 2 2 2 95
10600040 3 2 5 4 5 4 5 5 4 95
10600040 4 3 4 4 3 1 1 1 1 95
10600040 4 3 4 3 4 2 2 2 2 95
10600040 2 2 2 2 2 1 1 2 1 95
10600040 2 2 2 2 2 2 2 2 2 95
10600040 2 2 2 2 2 1 1 1 1 95
10600040 6 4 5 6 5 5 4 4 5 95
10600040 4 3 3 4 2 2 2 2 1 95
10600040 2 2 2 2 2 1 1 1 1 95
10600040 3 3 3 2 2 1 1 1 1 95
10600040 3 1 2 1 2 1 1 2 1 95
10600040 3 1 2 2 2 1 1 2 1 95
10600040 3 2 3 2 2 2 2 2 2 95
10600040 4 3 3 2 4 2 2 2 2 95
10600040 3 2 3 3 3 2 2 3 2 95
10600040 2 2 2 2 2 2 2 2 2 95
10600040 1 1 1 1 1 2 2 2 2 95
10600040 4 4 4 4 4 3 3 4 2 95
10600040 1 1 1 2 3 2 2 2 2 95
10600040 2 2 3 3 2 3 3 2 2 95
10600040 3 3 2 2 2 2 2 2 2 95
10600040 2 2 2 3 3 4 3 4 4 95
10600040 3 3 3 3 2 3 4 4 3 95
10600040 3 2 3 3 3 1 2 2 2 95
10600040 5 3 4 3 5 2 2 3 2 95
10600040 3 1 2 1 1 1 1 1 1 95
10600040 4 2 1 1 3 1 1 1 1 95
10600040 3 2 4 2 2 1 2 3 2 95
10800139 4 2 2 2 2 1 1 1 1 13
10800139 3 3 4 4 3 2 2 2 2 13
10800139 2 2 2 2 2 1 1 2 1 13
10800139 5 1 1 5 4 1 1 1 1 13
10800139 5 2 2 4 4 3 4 4 4 13
10800139 2 2 2 2 2 1 1 1 1 13
10800139 4 2 4 2 3 4 4 4 4 13
10800139 2 2 2 2 2 1 1 1 1 13
10800139 2 2 2 2 2 2 2 2 2 13
10800139 5 5 6 3 4 2 2 4 4 13
10800139 2 2 2 2 2 1 1 1 1 13
10800139 6 4 5 4 4 1 1 2 1 13
10800139 4 1 1 4 1 1 1 1 1 13
10800210 4 2 2 2 2 1 1 1 1 28
10800210 4 4 4 3 4 3 3 4 5 28
10800210 3 5 5 4 2 2 2 2 2 28
10800210 4 3 5 4 4 2 4 4 1 28
10800210 4 3 4 4 4 4 4 4 4 28
10800210 6 4 5 5 5 2 3 4 4 28
10800210 4 2 5 4 2 2 2 2 2 28
10800210 5 3 6 6 4 3 2 4 5 28
10800210 6 6 6 6 6 5 4 5 5 28
10800210 5 4 5 4 4 4 4 4 4 28
10800210 3 1 4 4 2 2 2 3 2 28
10800210 6 4 4 5 5 2 2 2 2 28
10800210 6 5 6 5 4 1 1 2 2 28
10800210 6 3 6 6 6 2 2 2 2 28
10800210 4 2 4 3 3 2 2 3 3 28
10800210 5 3 5 2 4 1 2 3 3 28
10800210 6 1 5 4 4 5 5 5 5 28
10800210 5 2 4 3 3 1 1 1 1 28
10800210 4 3 4 5 4 3 4 3 2 28
10800210 2 2 2 2 2 2 2 2 2 28
10800210 4 2 2 5 2 2 2 2 2 28
10800210 6 5 6 6 6 4 6 5 5 28
10800210 5 4 2 3 2 2 2 2 2 28
10800210 4 2 5 4 4 2 2 2 2 28
10800210 2 2 2 1 2 3 2 4 4 28
10800210 3 3 2 3 2 2 2 4 1 28
10800210 5 3 4 5 5 4 5 5 3 28
10800210 4 4 3 5 3 2 2 3 3 28
10801374 3 1 3 3 1 4 5 5 5 26
10801374 2 1 3 2 3 1 2 3 2 26
10801374 6 6 6 6 6 6 6 6 6 26
10801374 2 2 2 2 1 1 1 1 1 26
10801374 2 2 2 2 2 2 2 2 2 26
10801374 1 1 1 2 1 2 1 2 4 26
10801374 1 1 1 1 1 1 1 1 1 26
10801374 2 2 2 3 2 4 4 5 4 26
10801374 2 3 2 2 3 6 6 6 6 26
10801374 5 5 6 4 5 4 4 4 2 26
10801374 3 1 1 1 2 2 3 2 2 26
10801374 2 2 2 2 2 2 2 2 2 26
10801374 1 1 1 1 1 2 1 3 1 26
10801374 1 1 2 2 1 2 1 2 1 26
10801374 1 1 1 2 1 1 1 1 1 26
10801374 2 2 2 2 2 2 2 2 2 26
10801374 2 2 2 3 2 2 2 2 2 26
10801374 2 1 2 1 2 2 2 1 3 26
10801374 2 2 1 2 1 1 1 1 1 26
10801374 2 2 2 2 2 2 1 2 1 26
10801374 1 1 1 1 1 1 1 1 1 26
10801374 2 2 3 2 3 2 3 4 3 26
10801374 2 2 1 2 1 1 2 3 3 26
10801374 1 1 1 2 1 2 1 4 4 26
10801374 2 2 2 2 2 2 2 2 2 26
10801374 1 1 1 1 1 1 1 1 1 26
10900251 2 2 1 2 1 1 2 1 1 31
10900251 1 1 1 2 1 1 1 1 1 31
10900251 2 2 3 5 3 2 2 2 2 31
10900251 2 3 3 2 3 4 6 5 3 31
10900251 2 2 1 2 2 1 1 1 1 31
10900251 4 3 3 3 2 1 1 1 1 31
10900251 1 1 1 1 1 1 1 1 1 31
10900251 2 2 2 3 2 1 1 1 1 31
10900251 4 2 3 4 3 1 2 2 1 31
10900251 2 2 2 2 2 1 1 1 1 31
10900251 2 2 1 3 2 2 2 2 2 31
10900251 3 2 2 2 2 2 2 2 2 31
10900251 3 3 2 3 2 2 3 2 1 31
10900251 3 3 3 3 3 2 3 3 3 31
10900251 4 4 4 3 2 2 3 3 2 31
10900251 4 2 3 2 3 1 1 1 1 31
10900251 2 1 2 2 2 2 2 2 2 31
10900251 2 1 2 1 1 1 1 1 1 31
10900251 2 2 2 2 2 1 1 1 1 31
10900251 2 2 1 1 1 1 1 1 1 31
10900251 4 3 3 3 3 3 3 4 3 31
10900251 2 3 3 3 2 2 2 3 3 31
10900251 2 1 2 1 2 1 1 2 1 31
10900251 2 2 2 2 2 1 1 2 1 31
10900251 3 2 4 3 4 2 2 4 3 31
10900251 2 2 2 2 2 1 2 2 2 31
10900251 2 2 2 2 2 1 1 2 1 31
10900251 3 2 2 2 2 1 2 2 2 31
10900251 4 4 2 3 3 1 1 1 1 31
10900251 3 3 3 2 3 3 4 4 3 31
10900251 2 2 2 2 2 2 2 2 2 31
11000040 4 2 2 3 3 2 2 2 2 31
11000040 3 2 6 3 2 1 1 1 1 31
11000040 6 6 3 6 3 4 2 4 2 31
11000040 4 5 3 4 4 2 2 4 4 31
11000040 4 4 3 4 3 4 4 4 4 31
11000040 5 2 4 4 2 2 2 4 4 31
11000040 4 2 6 4 2 1 1 1 2 31
11000040 5 5 5 4 3 2 3 4 3 31
11000040 4 4 4 4 4 1 1 1 1 31
11000040 4 4 4 4 4 2 2 2 2 31
11000040 3 2 4 2 3 3 3 4 3 31
11000040 5 5 3 4 3 4 4 4 4 31
11000040 2 1 5 3 2 1 2 2 2 31
11000040 4 3 3 4 4 1 2 2 1 31
11000040 5 5 5 5 4 3 4 3 3 31
11000040 2 4 1 3 2 1 1 2 4 31
11000040 4 4 2 2 2 2 2 2 2 31
11000040 3 3 1 2 1 1 1 1 1 31
11000040 4 4 4 4 4 2 2 4 4 31
11000040 4 4 4 4 4 2 4 4 3 31
11000040 4 4 4 5 4 1 1 2 1 31
11000040 4 5 2 5 2 4 4 4 4 31
11000040 4 2 2 2 2 1 1 1 1 31
11000040 3 3 3 4 3 2 2 3 3 31
11000040 4 4 3 3 3 2 2 3 3 31
11000040 4 4 4 3 4 2 2 3 3 31
11000040 4 4 4 3 4 2 2 3 2 31
11000040 6 5 5 5 5 3 4 4 4 31
11000040 4 3 4 4 4 4 3 4 4 31
11000040 5 1 1 2 1 4 4 5 2 31
11000040 4 3 1 3 1 4 1 4 4 31
11100031 4 3 3 3 3 1 1 1 1 15
11100031 3 3 3 3 3 3 3 3 3 15
11100031 4 3 3 4 3 3 2 2 2 15
11100031 1 3 2 1 2 1 1 1 1 15
11100031 3 3 4 3 2 2 4 2 3 15
11100031 4 4 3 2 2 2 2 4 2 15
11100031 3 4 4 3 2 1 1 2 1 15
11100031 4 3 4 2 2 5 5 4 4 15
11100031 3 3 3 3 4 3 3 3 3 15
11100031 3 2 2 3 2 2 2 2 2 15
11100031 4 4 3 3 3 3 3 3 2 15
11100031 1 1 1 1 1 1 1 1 1 15
11100031 5 5 4 4 4 6 6 6 6 15
11100031 4 3 3 3 3 4 3 4 4 15
11100031 3 3 2 2 2 1 1 2 2 15
11200050 4 2 3 3 1 1 1 4 4 8
11200050 5 5 6 5 6 5 4 6 5 8
11200050 2 2 2 4 2 4 3 4 3 8
11200050 2 2 2 2 2 2 2 2 2 8
11200050 2 3 6 3 3 6 6 6 6 8
11200050 2 2 2 2 2 1 1 1 1 8
11200050 6 6 6 6 6 2 2 4 4 8
11200050 2 2 3 2 2 1 1 2 1 8
11200280 5 2 6 5 1 1 1 2 3 26
11200280 3 2 2 2 2 1 2 2 1 26
